Id;Nombre;Descripcion;Precio;Categoria;Marca;Talla;Color;EstadoPrenda;Estado;ImagenUrl;FechaCreacion;FechaVenta;Genero
26;Licra;Licra;90;Licras;Avia;M;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_26.jpg;30/09/2025 20:14;;Mujer
27;Licra;Licra;60;Licras;SAEG;ML;Negro;8;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_27.jpg;30/09/2025 20:14;;Mujer
28;Licra;Licra;90;Licras;RBX;M;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_28.jpg;30/09/2025 20:14;;Mujer
29;Licra;Licra;90;Licras;Avia;M;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_29.jpg;30/09/2025 20:14;;Mujer
30;Licra;Licra;110;Licras;Apana;M;Corinto;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_30.jpg;30/09/2025 20:14;;Mujer
31;Licra;Licra;110;Licras;90 Degree;M;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_31.jpg;30/09/2025 20:14;;Mujer
32;Licra;Licra;90;Licras;Simply Vera;M;Morado;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_32.jpg;30/09/2025 20:14;;Mujer
33;Licra;Licra;80;Licras;Forever 21;M;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_33.jpg;30/09/2025 20:14;;Mujer
34;Licra;Licra;90;Licras;Old Navy;M;Verde;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_34.jpg;30/09/2025 20:14;;Mujer
35;Licra;Licra;110;Licras;Old Navy;M;Azul;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_35.jpg;30/09/2025 20:14;;Mujer
36;Licra;Licra;100;Licras;Old Navy;M;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_36.jpg;30/09/2025 20:14;;Mujer
37;Licra;Licra;90;Licras;Pink;M;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_37.jpg;30/09/2025 20:14;;Mujer
38;Licra;Licra;70;Licras;Americano;M;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_38.jpg;30/09/2025 20:14;;Mujer
39;Licra;Licra;80;Licras;Avia;M;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_39.jpg;30/09/2025 20:14;;Mujer
40;Pantaloneta;Pantaloneta;60;Pantalonetas;GAP;M;Celeste;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_40.jpg;30/09/2025 20:14;;Mujer
41;Pantaloneta;Pantaloneta;20;Pantalonetas;Adidas;XL;Azul;8;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_41.jpg;30/09/2025 20:14;;Mujer
42;Pantaloneta;Pantaloneta;20;Pantalonetas;Reebok;XL;Negro;9;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_42.jpg;30/09/2025 20:14;;Mujer
43;Pantaloneta;Pantaloneta;35;Pantalonetas;Old Navy;L;Negro;9;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_43.jpg;30/09/2025 20:14;;Mujer
44;Pantaloneta;Pantaloneta;30;Pantalonetas;Danskin;ML;Negro;9;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_44.jpg;30/09/2025 20:14;;Mujer
45;Pantaloneta;Pantaloneta;25;Pantalonetas;Americano;ML;Verde;9;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_45.jpg;30/09/2025 20:14;;Mujer
46;Pantaloneta;Pantaloneta;40;Pantalonetas;Avia;L;Naranja;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_46.jpg;30/09/2025 20:14;;Mujer
47;Licra;Licra;40;Licras;Land´s End;L;Azul;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_47.jpg;30/09/2025 20:14;;Mujer
48;Licra;Licra;55;Licras;Americano;XL;Rojo;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_48.jpg;30/09/2025 20:14;;Mujer
49;Licra;Licra;50;Licras;Uniqlo;XL;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_49.jpg;30/09/2025 20:14;;Mujer
50;Licra;Licra;60;Licras;Old Navy;L;Diseño;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_50.jpg;30/09/2025 20:14;;Mujer
51;Licra;Licra;70;Licras;Champion;S;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_51.jpg;30/09/2025 20:14;;Mujer
52;Licra;Licra;50;Licras;Old Navy;XL;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_52.jpg;30/09/2025 20:14;;Mujer
53;Licra;Licra;50;Licras;RBX;XL;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_53.jpg;30/09/2025 20:14;;Mujer
54;Licra;Licra;30;Licras;PowerHold;XL;Negro;9;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_54.jpg;30/09/2025 20:14;;Mujer
55;Sueter;Sueter;70;Suéteres;Nike;M;Negro;9;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_55.jpg;30/09/2025 20:14;;Unisex
56;Sueter;Sueter;50;Suéteres;Tek Gear;XL;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_56.jpg;30/09/2025 20:14;;Unisex
57;Sueter;Sueter;30;Suéteres;Adidas;XL;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_57.jpg;30/09/2025 20:14;;Mujer
58;Sueter;Sueter;30;Suéteres;Champion;M;Corinto;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_58.jpg;30/09/2025 20:14;;Mujer
59;Pants;Pants;40;Pantalones ;Americano;L;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_59.jpg;30/09/2025 20:14;;Hombre
60;Licra;Licra;50;Licras;Americano;S;Azul;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_60.jpg;30/09/2025 20:14;;Hombre
61;Vestido Deportivo;Vestido Deportivo;100;Vestidos;MPG;M;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_61.jpg;30/09/2025 20:14;;Mujer
62;Pants;Pants;20;Pantalones ;Americano;L;Azul;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_62.jpg;30/09/2025 20:14;;Unisex
63;Camiseta;Camiseta;40;Blusas;Old Navy;S;Celeste;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_63.jpg;30/09/2025 20:14;;Mujer
64;Camiseta;Camiseta;40;Blusas;GAP;S;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_64.jpg;30/09/2025 20:14;;Mujer
65;Blusa Deportiva;Blusa Deportiva;40;Blusas;Atletic;S;Verde;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_65.jpg;30/09/2025 20:14;;Mujer
66;Camiseta;Camiseta;40;Blusas;Americano;S;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_66.jpg;30/09/2025 20:14;;Mujer
67;Blusa Deportiva;Blusa Deportiva;20;Blusas;Zelos;XL;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_67.jpg;30/09/2025 20:14;;Mujer
68;Camiseta;Camiseta;30;Blusas;Americano;L;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_68.jpg;30/09/2025 20:14;;Mujer
69;Blusa Deportiva;Blusa Deportiva;25;Blusas;Reebok;XL;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_69.jpg;30/09/2025 20:14;;Mujer
70;Camiseta;Camiseta;20;Blusas;Licious;XL;Verde;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_70.jpg;30/09/2025 20:14;;Mujer
71;Camiseta;Camiseta;20;Blusas;Americano;XL;Verde;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_71.jpg;30/09/2025 20:14;;Mujer
72;Blusa Deportiva;Blusa Deportiva;25;Blusas;Tek Gear;L;Celeste;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_72.jpg;30/09/2025 20:14;;Mujer
73;Blusa Deportiva;Blusa Deportiva;25;Blusas;Tek Gear;L;Morado;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_73.jpg;30/09/2025 20:14;;Mujer
74;Blusa Deportiva;Blusa Deportiva;25;Blusas;POLO;L;Dorado;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_74.jpg;30/09/2025 20:14;;Mujer
75;Blusa Deportiva;Blusa Deportiva;25;Blusas;Americano;L;Rosado;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_75.jpg;30/09/2025 20:14;;Mujer
76;Blusa Deportiva;Blusa Deportiva;15;Blusas;Americano;XL;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_76.jpg;30/09/2025 20:14;;Mujer
77;Camiseta;Camiseta;20;Blusas;Tek Gear;L;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_77.jpg;30/09/2025 20:14;;Mujer
78;Camiseta;Camiseta;20;Blusas;Americano;L;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_78.jpg;30/09/2025 20:14;;Mujer
79;Camiseta;Camiseta;30;Blusas;Under Armour;M;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_79.jpg;30/09/2025 20:14;;Mujer
80;Camiseta;Camiseta;30;Blusas;Champion;M;Rosado;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_80.jpg;30/09/2025 20:14;;Mujer
81;Playera;Playera;50;Playeras;Nike;M;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_81.jpg;30/09/2025 20:14;;Unisex
82;Blusa Deportiva;Blusa Deportiva;30;Blusas;Under Armour;SM;Morado;9;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_82.jpg;30/09/2025 20:14;;Mujer
83;Camiseta;Camiseta;30;Blusas;Americano;M;Naranja;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_83.jpg;30/09/2025 20:14;;Mujer
84;Camiseta;Camiseta;40;Blusas;IcyZone;M;Azul;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_84.jpg;30/09/2025 20:14;;Mujer
85;Camiseta;Camiseta;25;Blusas;LoveSport;M;Blanco;8;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_85.jpg;30/09/2025 20:14;;Mujer
86;Camiseta;Camiseta;30;Blusas;ProPlayer;M;Diseño;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_86.jpg;30/09/2025 20:14;;Mujer
87;Camiseta;Camiseta;40;Blusas;All in Motion;M;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_87.jpg;30/09/2025 20:14;;Mujer
88;Sueter;Sueter;80;Suéteres;Under Armour;M;Verde;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_88.jpg;30/09/2025 20:14;;Mujer
89;Camiseta;Camiseta;60;Blusas;Old Navy;M;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_89.jpg;30/09/2025 20:14;;Mujer
90;Licra;Licra;80;Licras;Jockey;S;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_90.jpg;30/09/2025 20:14;;Mujer
91;Licra;Licra;70;Licras;PowerHold;S;Verde;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_91.jpg;30/09/2025 20:14;;Mujer
92;Licra;Licra;70;Licras;EMS;S;Azul;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_92.jpg;30/09/2025 20:14;;Hombre
93;Licra;Licra;50;Licras;FILA;S;Gris;7;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_93.jpg;30/09/2025 20:14;;Mujer
94;Licra;Licra;50;Licras;SHEIN;S;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_94.jpg;30/09/2025 20:14;;Mujer
95;Licra;Licra;60;Licras;Ohidrolix;S;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_95.jpg;30/09/2025 20:14;;Mujer
96;Pantaloneta;Pantaloneta;50;Pantalonetas;Americano;M;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_96.jpg;30/09/2025 20:14;;Mujer
97;Pantaloneta;Pantaloneta;50;Pantalonetas;Americano;S;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_97.jpg;30/09/2025 20:14;;Mujer
98;Licra;Licra;75;Licras;Americano;S;Diseño;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_98.jpg;30/09/2025 20:14;;Mujer
99;Licra;Licra;80;Licras;Old Navy;M;Verde;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_99.jpg;30/09/2025 20:14;;Mujer
100;Licra;Licra;120;Licras;Lululemon;S;Verde;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_100.jpg;30/09/2025 20:14;;Mujer
101;Playera;Playera;50;Playeras;Zeroxpur;S;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_101.jpg;30/09/2025 20:14;;Hombre
102;Playera;Playera;15;Playeras;Americano;XL;Azul;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_102.jpg;30/09/2025 20:14;;Hombre
103;Playera;Playera;15;Playeras;Americano;XL;Café;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_103.jpg;30/09/2025 20:14;;Hombre
104;Playera;Playera;15;Playeras;Gildan;XL;Azul;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_104.jpg;30/09/2025 20:14;;Hombre
105;Playera;Playera;15;Playeras;Americano;XL;Naranja;9;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_105.jpg;30/09/2025 20:14;;Hombre
106;Playera;Playera;15;Playeras;Americano;XL;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_106.jpg;30/09/2025 20:14;;Hombre
107;Playera;Playera;15;Playeras;Gildan;XL;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_107.jpg;30/09/2025 20:14;;Hombre
108;Playera;Playera;15;Playeras;Gildan;XL;Rojo;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_108.jpg;30/09/2025 20:14;;Hombre
109;Playera;Playera;15;Playeras;Gildan;XL;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_109.jpg;30/09/2025 20:14;;Hombre
110;Playera;Playera;15;Playeras;Gildan;XL;Rojo;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_110.jpg;30/09/2025 20:14;;Hombre
111;Playera;Playera;15;Playeras;Americano;XL;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_111.jpg;30/09/2025 20:14;;Hombre
112;Playera;Playera;15;Playeras;Old Navy;XL;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_112.jpg;30/09/2025 20:14;;Hombre
113;Camisola USA;Camisola USA;10;Playeras;Nike;XL;Rojo;6;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_113.jpg;30/09/2025 20:14;;Hombre
114;Playera;Playera;10;Playeras;Americano;XL;Azul;6;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_114.jpg;30/09/2025 20:14;;Hombre
115;Playera;Playera;15;Playeras;Americano;XL;Corinto;9;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_115.jpg;30/09/2025 20:14;;Hombre
116;Playera;Playera;15;Playeras;Under Armour;XL;Corinto;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_116.jpg;30/09/2025 20:14;;Hombre
117;Playera;Playera;15;Playeras;Gildan;XL;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_117.jpg;30/09/2025 20:14;;Hombre
118;Playera;Playera;15;Playeras;Gildan;XL;Verde;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_118.jpg;30/09/2025 20:14;;Hombre
119;Playera;Playera;10;Playeras;Atletic;XL;Celeste;8;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_119.jpg;30/09/2025 20:14;;Hombre
120;Playera;Playera;15;Playeras;Americano;XL;Corinto;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_120.jpg;30/09/2025 20:14;;Hombre
121;Playera;Playera;15;Playeras;Americano;L;Verde;8;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_121.jpg;30/09/2025 20:14;;Hombre
122;Playera;Playera;25;Playeras;Americano;L;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_122.jpg;30/09/2025 20:14;;Hombre
123;Playera;Playera;20;Playeras;Gildan;L;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_123.jpg;30/09/2025 20:14;;Hombre
124;Playera;Playera;20;Playeras;Amazon;L;Rojo;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_124.jpg;30/09/2025 20:14;;Hombre
125;Playera;Playera;20;Playeras;Americano;L;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_125.jpg;30/09/2025 20:14;;Hombre
126;Playera;Playera;25;Playeras;FLX;L;Blanco;8;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_126.jpg;30/09/2025 20:14;;Hombre
127;Playera;Playera;30;Playeras;Gildan;L;Gris;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_127.jpg;30/09/2025 20:14;;Hombre
128;Playera;Playera;20;Playeras;Americano;L;Gris;9;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_128.jpg;30/09/2025 20:14;;Hombre
129;Playera;Playera;20;Playeras;Americano;L;Blanco;9;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_129.jpg;30/09/2025 20:14;;Hombre
130;Playera;Playera;20;Playeras;Americano;L;Azul;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_130.jpg;30/09/2025 20:14;;Hombre
131;Playera;Playera;20;Playeras;FLX;L;Rosado;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_131.jpg;30/09/2025 20:14;;Hombre
132;Playera;Playera;30;Playeras;Old Navy;L;Negro;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_132.jpg;30/09/2025 20:14;;Hombre
133;Playera;Playera;15;Playeras;Americano;L;Azul;8;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_133.jpg;30/09/2025 20:14;;Hombre
134;Playera;Playera;30;Playeras;Medium;L;Beige;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_134.jpg;30/09/2025 20:14;;Hombre
135;Playera;Playera;30;Playeras;H&M;L;Amarillo;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_135.jpg;30/09/2025 20:14;;Hombre
136;Playera;Playera;25;Playeras;Under Armour;M;Azul;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_136.jpg;30/09/2025 20:14;;Hombre
137;Playera;Playera;35;Playeras;H&M;S;Verde;10;Disponible;https://xenmdxjjqmrlrvenqkhg.supabase.co/storage/v1/object/public/productos/P_137.jpg;30/09/2025 20:14;;Hombre
